hoek , punt
onleesbaarheid , onduidelijkheid
ijslaag , sfeer
openbreken , overtreden
colbert(jas) , jack
voorlichter , figuur
artisticiteit , kunstenaarschap
biochemie , organische chemie
martini , cocktail
knakken , uitklinken
onomkeerbaarheid , hoedanigheid
Barcarolle , lied
verhuurder , bezitter
verstommen , ophouden
tonaliteit , muziekschrift
silicone , polymeer
oplegsel , bekleding
koken , bewegen
remblok , blok
presentexemplaar , snuifje
versteviging , periodiek
executie , overhandiging
bendeleider , meesteres
bleekmiddel , middel
lesbianisme , homoseksualiteit
vaars , melkkoe
clubhuis , klassenlokaal
schelmenstreek , wangedrag
as , fragment
nieuwsagentschap , agentschap
drijfvermogen , vermogen
servies , eetgerei
snoever , figuur
zwaan , watervogel
inlopen , wandelen
afpellen , stropen
vest , jack
Neptunus , buitenplaneet
werktafel , tafel
comeback , wederkomst
teller , sonde
linkerzijde , kantje
geabsorbeerde stof , sorbaat
klakken , uitklinken
bloeddruk , belasting
insecticide , middel
coalitiepartij , partij
grendel , sluiting
afstompen , keren
benzinedamp , gas
directe vlucht , vlucht
vangrail , hekwerk
laveren , zeilen
schrijfgerei , gereedschap
vakterm , term
rijgsnoer , ding
hardlopen , spelen
vrijwilligerswerk , werk
jaagpad , weg
Zaïre , land
veldbed , bedstede
valutamarkt , afzetgebied
comperatief , adjectief
codicil , taal
proefpersoon , figuur
overzicht , raam
landen , overspringen
corrigeren , bejegenen
bijten , aanvreten
trekkebekkerij , verzoek
natuurkundige , connaisseur
oprollen , rollen
paardenfokkerij , kweek
toetsenbord , apparaat
grit , voer
complimenteren , eren
toneelvereniging , vereniging
verjaardagspartij , party
huis-aan-huisverkoop , verkoop
kraag , rand
gade , tante
engte , verhouding
zagerij , papierfabriek
centriole , organel
steriliseren , steriliseren
gebuur , figuur
berekening , rekenwerk
finishen , overspringen
klauwier , zangvogel
conclusie , voorstel
uitvoerder , figuur
ijsheilige , feestdag
overvloeiing , stroom
rangschikking , ordening
titreren , kwantificeren
doelpaal , staander
slaan , slaan
rookhol , kamer
criminalisering , wetgeving
jaartal , getal
wegenplan , idee
maand , periode
zending , last
graaf , peer
jeuk , verlangen
g , taaluiting
handelsbeleid , buitenlands beleid
bevolkingsgroei , toename
onredelijkheid , krankzinnigheid
castorzaad , oliezaad
ontspanningsoefening , oefening
cateringbedrijf , leverancier
aandrijven , douwen
creatie , produktie
portefeuille , werklast
droogboeket , corsage
zoutzuur , zuur
communicatiestoornis , confusie
ventiel , besturing
verflaag , jas
activiteit , bezigheid
stoffeerder , ambachtsman
afwijken , uiteenlopen
ensemble , toonzetting
vleugel , pianoforte
tic , gewoonte
track , strook
congrescentrum , middelpunt
deeltijdarbeid , werk
wisseldisconto , rentepercentage
Kinyarwanda , Bantoe
feestprogramma , uitzending
elideren , uitsluiten
creativiteit , macht
Hamilton , moederstad
schrijfkramp , convulsie
geleider , apparaat
spiritus , alcohol
Zaria , moederstad
naderen , verplaatsen
verleppen , bewegen
kies , tanden
ronddrijven , vertoeven
glaswerk , verzameling
nopen , maken
herstel , ontogenese
opwinden , wekken
leeuwentemmer , manager
triazine , verbinding
Luwisch , Anatolische
koppositie , pluspunt
planter , manager
sediment , sfeer
Nieuw-Zeelander , ingezetene
grootte , hoedanigheid
lied , toonzetting
brandzalf , balsem
katje , tante
enkelgewricht , gewricht
tandsteen , sediment
vergeving , relevatie
wandelaar , voetganger
reiswekker , klok
schub , gedeelte
karakteristiek , geheel getal
onbeschoftheid , brutaliteit
vleeswaren , levensmiddelen
zinderen , trillen
hulplijn , lijn
veranda , bouwwerk
verdrinken , doden
uitwoeden , inklinken
vergeetachtigheid , vergetelheid
sjoelen , spelen
munitie , inlichting
landgraaf , graaf
intreden , deelnemen
antipathie , antipathie
intrede , toename
uitslaan , zuiveren
voogd , figuur
ozonlaag , sfeer
tandtechnicus , technicus
afvaardiging , zending
laden , opvullen
agnost , acoliet
brandstichten , leiden
interieurzaak , versiering
toekan , vogeltje
vossehol , kazemat
bevolkingsgroep , samenkomst
heengaan , verplaatsen
orchestratie , arrangement
verkankeren , mislopen
hang-en-sluitwerk , materiaal
bulterriër , terriër
nestelen , bijeenzoeken
lijntrekker , figuur
stinkbom , projectiel
rondworm , wurm
verloop , reeks
gast , beeltenis
schoffelen , bewerken
tetrachloorethyleen , anthelminthicum
triangel , slaginstrument
groep , groep
garantievoorwaarden , reglement
nietsnut , figuur
Hanze , bondsstaat
aantrekken , ondervinden
vervalsing , het wezen
huurovereenkomst , aanbesteding
aanhouden , grijpen
diafragmaopening , opening
krioelen , bewegen
pasta , compositie
veroordelen , houden
vrouwelijkheid , volwassenheid
diëtist , specialist
beeldmerk , eigennaam
geronk , respiratie
bloemgestel , gedeelte
vloeibaar maken , veranderen
bellenblazen , voortbewegen
meegeven , keren
ergernis , stemming
afsmelten , verdwijnen
begroeting , taaluiting
schateren , aantonen
regulering , ordonnantie
kruipen , overspringen
binnendringer , indringer
beet , gewelddadigheid
regenfront , natuurverschijnsel
flexibiliseren , veranderen
harden , plegen
kinderboerderij , werf
schaperib , lamskarbonade
otologie , medicijnen
stoken , verslechteren
stuk , artillerie
gynaecoloog , specialist
afpalen , inperken
meervoud , betekenaar
neerslag , stof
gruwel , gerecht
letterteken , taaluiting
SER , raadscollege
gloeiworm , kever
omzagen , zagen
dakraam , bouwwerk
pook , haardstel
dissident , lafaard
debat , communicatie
ophopen , accumuleren
vereffening , equatie
achting , gemoedsbeweging
Beotiër , ingezetene
bek , muil
ereboog , grafteken
afrukken , bevredigen
tas , getal
zwaaien , veranderen
exarch , landvoogd
klep , regenpijp
confrérie , geleding
baarmoederhalskanker , kanker
tandarts , pil
heremiet , gedierte
betekenis , hoedanigheid
stamcel , somatische cel
jagen , van plan zijn
Vietnamese , Azische
boekformaat , habitus
intelligentiequotiënt , proportie
emeritus , gepensioneerde
een scheet laten , afweerreactie
circuit , atletiekbaan
opspelen , rescriberen
signatuur , conditie
materiaal , groep
verenigingsgebouw , clubhuis
verwijderen , sturen
debiteren , vertellen
kwintet , toonzetting
geitenkaas , kaas
verklaring , verklaring
neutraliseren , veranderen
Scandinaviër , ingezetene
beladen , bevelen
tent , verblijf
volkstelling , tel
leidmotief , motief
deregulering , alteratie
pas , bewijsstuk
seizoen , periode
interceptie , graai
ranzigheid , geurtje
uitglijden , neervallen
samenspannen , samenwerken
oppikken , combineren
pepernoot , traktatie
klok , overtrek
Medina , moederstad
bakbeest , flinkerd
bruutheid , bezigheid
installeren , assimileren
specificatie , uiting
onderscheid , thema
grenzen , liggen
Sapir , linguïst
mijndetector , voeler
overnemen , toe-eigenen
nu , letter
lichtinval , modus
ideeënbus , ding
feniks , vogeltje
dorpshuis , instelling
appelstroop , siroop
rentenier , investeerder
sage , kroniek
kanonvuur , vuur
wereldklasse , karakter
toom , gedeelte
slenteren , wandelen
tegenspreken , kanten
hersenklier , lichaamsdeel
tennisser , beoefenaar
galerij , gedeelte
houden , houden
omhangen , insluiten
markt , geleding
ommekeer , spiraal
deeltal , deeltal
snoeien , minderen
inzetten , charteren
naaktheid , conditie
walkie-talkie , zend-ontvangapparaat
ideevorming , gedachte
fout , aberratie
doorloper , kruiswoordpuzzel
consumptiebon , reductiebon
ribstof , koordfluweel
knauw , daad
beulen , arbeiden
verzeilen , zeilen
volumen , gedeelte
tranche , tantième
tegenstander , tegenpartij
weigeringsgrond , motief
korenaar , gedeelte
avocadoboom , fruitboom
waas , confusie
postgiro , giro
rubidium , metaal
fluoresceïne , verfstof
lysosoom , organel
begrip , verstajem
papaver , papaver
machine , motorvoertuig
hemelbed , bedstede
sonoriteit , hoedanigheid
joint venture , samenwerkingsverband
maoïsme , communisme
educatie , onderricht
beschamen , dwarsbomen
bankwerker , kleermaakster
ridiculiseren , spotten
handwijzer , richtingbord
piek , afzetting
octaaf , interval
galop , toonzetting
stroomrichting , richting
kiepen , kantelen
kroonsieraad , onderdelen
binnenlopen , wandelen
repertoire , verzameling
vastzetten , beleggen
formateur , politieker
formeren , bewerken
perforeren , uiteenspringen
computersysteem , bestel
voorbeeldzin , taal
intercom , communicatie
Kiribatiër , onderdaan
ontwijden , aanvallen
kilowattuur , warmte-eenheid
coördinator , organisator
slip-over , kledingstuk
inspringen , beginnen
overklassen , overwinnen
hof , gebied
neerkwakken , flikkeren
opkikkeren , bemoedigen
bedillen , elkaar
zeestrand , strand
public relations , werklast
injectienaald , naald
inhaalverbod , bevel
overspringen , variëren
Bandung , moederstad
fasering , deling
stagebegeleider , helpster
aansluiten , samenvoegen
rolbezetting , keuze
chloriet , delfstof
invliegen , transporteren
vliegtuigbom , projectiel
scheepsvracht , transport
hemdje , onderkledingstuk
rechtshulp , hulpverlening
rondwandelen , verplaatsen
drenken , voeden
overdreven vleien , pluimstrijken
aanpassen , variëren
stilliggen , rusten
rafel , werk
makelaardij , betrekking
tarten , vermeten
vervloeking , vloek
Cyprus , enclave
mede-eigendom , vordering
meesteres , heerser
GAB , wegrestaurant
bilnaad , kier
kneep , beroering
chrysoberil , delfstof
equipage , rijtuig
fabrikant , bedrijf
fok , zeildoek
platenmaatschappij , maatschappij
fantasie , toonzetting
Braunschweig , moederstad
rinoceros , zoogdier
jagermast , mast
echoën , herhalen
roeien , wapperen
maat , lat
deurkruk , oor
schreeuwen , veranderen
schreeuwer , strijder
verspreken , beschamen
bejammeren , kankeren
treurwilg , wilg
atrium , boezem
beroemen , ophakken
wereldhandel , handelsverkeer
pantsering , wapenrusting
mensenkennis , wetenschap
petroleumstel , apparaat
revolutie , alternantie
kukelekuën , produceren
aardbevingsgolf , golf
Nanchang , moederstad
mocassin , schoen
spoedbericht , post
tang , tante
schaker , anemograaf
papyrusrol , papier
flapoor , aronskelk
ratatouille , estouffade
filevorming , wording
bidet , ding
diastole , hartslag
zakkam , kam
afleiden , bedriegen
kwartetspel , kaartspel
gereedschap , ding
cijferen , de hersens inspannen
klinken , ogen
voorsprong , pluspunt
vlam , element
stervensbegeleiding , hulpverlening
vetkrijt , schrijfkrijt
parafraseren , tonen
pleinvrees , fobie
vastzitten , wezen
invallen , beginnen
sterfelijkheid , beperking
tonen , verwijzen
kerkenraad , conventie
lamsvlees , vlees
college , onderwijsinstelling
Grote Beer , constellatie
werkgever , meesteres
hoeklijn , rechte
rang , status
entrepot , opslag
sponsoren , steunen
Oranjeklant , protestant
doopsel , sacrament
stuk , taal
samenstel , algemeen
bloedbank , opbergplaats
hersenontsteking , nekkramp
vliegtuigramp , tragedie
Bondsdag , parlement
slikken , bewerken
ingebruikneming , demonstratie
trend , zin
kegel , ding
beoefening , bezigheid
zeewier , micro-organisme
huurder , betaler
bok , sporter
golffront , oppervlak
doorspekken , voeden
boomchirurg , connaisseur
emir , heerser
glazenwasser , stoffer
ontlasten , wegnemen
rond haakje , stut
geheel getal , getal
reumatologie , medicijnen
sportvrouw , pief
zesvlak , veelvlak
Acheron , wereld
grond , veranderen
roeier , roeier
intimus , deelgenoot
plantensoort , soort
privilegiëren , favoriseren
pretendent , verzoeker
veteraan , connaisseur
neerzinken , zetten
windstoot , vlaag
omgaan , toepassen
bewaking , surveillance
koperdraad , garen
uitstroom , eliminatie
exploratie , opsporing
beendergestel , gedeelte
patina , corrosie
filmen , opnemen
spiering , schouderstuk
gruwel , het wezen
oppervlak , grootte
academie , maatschappij
spionagedienst , wegrestaurant
Gurkha , Nepalees
gegil , geblèr
speelsheid , gemoedsbeweging
monument , nalatenschap
bouwval , bouwwerk
kaan , gedeelte
gerechtigheid , evaluatie
helikopterhaven , airport
short , bermuda
turfgrond , turf
getijden , gebedenboek
aanduiden , weergeven
uitspitten , bezien
vliegroute , route
voorzet , schop
kam , schaft
vrouwenorganisatie , sociale beweging
wangzakeekhoorn , hamsteraar
tijdmeter , uurwerk
zanglijster , lijster
voorjaarsschoonmaak , reiniging
zuigen , zuiveren
groothandel , marketing
Fahrenheit , figuur
snoever , oplichter
atlas , naslagwerk
matigheid , level
cavia , knaagdier
Mashhad , moederstad
stormramp , tragedie
vertroosten , steunen
orang-oetan , primitief
arbeidstijdverkorting , mindering
schietterrein , gebied
aardnotenolie , aardolie
partij , ding
terugtrekken , voortbewegen
graeciseren , keren
middenvelder , anemograaf
olieramp , tragedie
ontknopen , tenietdoen
ununquadium , chemisch element
zin , groep
zijmuur , wand
Castries , havenstad
marmot , knaagdier
schieten , overvloeien
bewijsstuk , inlichting
inertie , karaktertrek
ondank , attitude
verbinding , uitdrukking
sulky , break
afspringen , mislopen
stopcontact , stopcontact
sojaolie , spijsolie
biljart , spel
kruisbestuiving , bestuiving
donatrice , helpster
bad , bad
zebra , zoogdier
beroering , verrichting
entelechie , actualiteit
sleutelgat , bres
visarend , havik
opvullen , innemen
zomer , hoogtijdagen
intrige , conjuratie
vuilmaken , veranderen
onanie , contraceptie
hasjiesj , stuff
keten , groep
kuiken , gevogelte
Vissen , constellatie
bouwactiviteit , bedrijvigheid
genezen , beteren
sleep , gedeelte
papillot , reep
tropopauze , sfeer
optrekken , bejegenen
fluorescentie , licht
voorbijsnellen , aframmelen
dek , beddedeken
versterking , bezigheid
gedeelte , contact
afzetten , voortbewegen
penningkabinet , kunstgalerij
vorderingen , ontwikkeling
trance , gemoedsgesteldheid
onderkin , huidplooi
regel , ontwerp
neutralisme , buitenlands beleid
ontdekken , bekennen
afzetten , wippen
pol , klonter
strafschopgebied , gebied
wennen , treden
waterpistool , speeltje
Baloetsji , Iraniër
domme koe , taart
verengelsen , keren
kaaskorst , zwoerd
bulken , tellen
taalstudie , studeren
Micronesiër , ingezetene
bloedvergiftiging , ziekte
aftrekken , voortbewegen
korten , minderen
kwartierstaat , domein
Bedoeïen , nomade
articulatie , uitspraak
tegenstoot , punch
cassetteband , geluidsopname
uitschuiven , schuiven
au pair , au pair
melancholie , triestheid
tenue , uitdossing
ENE , kompasrichting
knakworst , ding
ploegenwedstrijd , match
gesprekskosten , prijs
studentenstop , stop
midelbaar onderwijs , onderricht
fopmiddel , anticonceptiepil
edele , edelvrouw
[[teveel]] [[betalen]] , betalen
paltsgraaf , aristocraat
productinformatie , wetenschap
limousin , auto
jeugdzonde , bloem
vingeroefening , oefening
kaak , bot
bloei , toestand
overbelasten , rusten
jus , onbeleefde opmerkingen
broche , sieraad
haai , vis
legging , kledingstuk
verrijzen , worden
soap , televisieserie
teerling , tablet
rijdier , gedierte
vruchtafdrijvend middel , drug
doktersroman , novelle
collecte , verplaatsing
trassant , figuur
Amharen , Ethiopiër
doorlopen , lezen
fietsroute , route
gelijktijdig bestaan , existentie
oplossen , winnen
acajou , mahonie
xi , letter
snoepreisje , reis
winkelstraat , straat
nonkel , verwant
sleutelpositie , status
pluspunt , context
dikte , afmeting
put , uitholling
aniline , amine
alternatieveling , afgescheidene
maniok , stijfsel
afsluitprovisie , verklaring
aftellen , meedelen
kantelen , verschansing
inslag , beweging
paardenkop , lichaamsdeel
burcht , versterking
oeveraas , eendagsvlieg
hersenklier , einde
hermelijn , wezel
zilverjodide , jodide
handelszaak , bedrijf
pauwhaan , pauw
elektromagnetische inductie , proces
leven , wezen
oplopen , keren
periodetitel , kampioenschap
roken , verspreiden
cartouche , patroon
regenen , voorvallen
papyrus , papier
verkenner , figuur
knauwen , happen
drukmiddel , oorzakelijkheid
kleiduivenschieten , schot
arbeiden , werken
spaanplaatgas , verbinding
sprokkelaar , collectioneur
huismiddeltje , remedie
bondsdag , parlement
niet-zijn , toestand
besparing , mindering
rolschaatsbaan , baan
maatstelsel , kwantiteit
huisvredebreuk , onrechtmatige daad
huurder , huurder
grafkapel , kapel
blindedarmontsteking , ontsteking
bloedbank , instelling
İzmir , moederstad
produktiekosten , onkosten
bewijsstuk , taal
smerigheid , onreinheid
paleis , constructie
radijsje , radijs
onderschatting , evaluatie
uitdragen , rondstrooien
overdekken , bedekken
vondeling , infant
mens-erger-je-niet , bordspel
huiler , Weeklager
klapband , tegenspoed
moedertaal , taal
maalsel , voedingsstof
gewichtigheid , zwaarte
credit , geldsom
jachtgrond , gebied
katheter , pijp
protactinium , metaal
notenbalk , figuur
stokpaardje , speeltje
slee , voertuig
permitteren , laten
nieuwsberichten , uitzending
rooster , ding
halm , stengel
gappen , beetpakken
gasoven , bakoven
flebitis , ontsteking
afluisteren , luisteren
wijnstok , wijnstok
symmetrie , ruimtelijkheid
treurspeldichter , schrijfster
toeknijpen , knijpen
zoldertrap , trappenhal
gezinshoofd , hoofd
rendez-vous , verrichting
natafelen , aantonen
vete , vete
kateterizeren , charteren
reukvat , vat
volgen , beginnen
stekker , tenietdoen
versmelting , connectie
jongen , voortbrengen
beëdigde schriftelijke verklaring , testimonium
misverstaan , begrijpen
Panchen lama , lama
CD , partij
kras , streep
bukken , buigen
kleden , dragen
kolos , body
paraisseren , voorkomen
hypercalciurie , symptoom
horizontale schacht , loop
woningbestand , databestand
strafbaarheid , toestand
Hun , nomade
verklaren , verantwoorden
bekreunen , bezighouden
broekspijp , broekspijp
incident , drukte
triangulatie , driehoeksmeting
zakenvrouw , zakenman
Bermuda , enclave
minderheid , bevolkingsgroep
representant , onderhandelaar
bijeenzoeken , zoeken
vangst , daad
standpunt , zienswijze
zijdeglans , glans
zaag , handgereedschap
haarspeld , speldje
hondegeblaf , blaf
ampul , pijp
archiefgebouw , constructie
bladroller , bladrollers
terugspelen , scheppen
steak , vlees
bomvrouw , mam
belonen , geven
pop , muziek
guerrillastrijder , krijger
zenuwgas , gifgas
leen , immobilia
dictee , spreektaal
begeleider , instrumentist
zomerhuis , constructie
gom , middel
knoflooksaus , onbeleefde opmerkingen
beschermhuls , overtrek
proclameren , betekenen
stuurboord , rechterzij
Turkse kromme sabel , sabel
pupil , jongere
couperen , voortbewegen
stop , werkeloosheid
beroepsmilitair , krijgsman
zaaitijd , seizoen
rechtsverhouding , relatie
armée , personeelszaken
charmeren , beïnvloeden
huurbescherming , bepaling
klokkentoren , toren
stijfheid , contactarmoede
Ignatius , bisschop
burgerbevolking , populatie
m , taaluiting
tetralogie , televisieserie
filter , apparaat
politiebescherming , bezigheid
Kretenzer , ingezetene
uitkleden , voortbewegen
vreemdheid , ontwikkeling
inleiding , preambule
fluisteren , handelen
wachttijd , periode
bovenwoning , honk
radiateur , apparaat
cabine , vak
smulpaap , eter
partijlijn , strategie
voorbijsnellen , overdrijven
safaripark , werf
bloedbad , massamoord
sergeant-majoor , krijgsman
aanbakken , zakken
folterpaal , staander
uitdagen , beladen
wandelpad , weg
liksteen , sediment
afdwingen , beïnvloeden
drie stuivers , muntstuk
rechtvleugeligen , insect
geurtje , sensatie
kinesiologie , fysiologie
reproductie , toename
barbecuesaus , onbeleefde opmerkingen
ontvetten , zuiveren
schoorsteen , schouw
doorloper , sportartikel
stemhokje , hokje
Krim , schiereiland
gezagsdrager , meesteres
isomeer , verbinding
stap , tred
ontdekking , revelatie
confisqueren , vragen
ademen , verplaatsen
aanaarden , dichtstoppen
hoekje , area
onveiligheid , onraad
innaaien , veranderen
slinger , gewicht
verlengsnoer , koord
pak , kledingstuk
verzilten , keren
schacht , lid
koord , ding
wandrek , apparaat
straatkind , jongeling
tussenwerpsel , uitdrukking
lammen , bevallen
vindersrecht , inwilliging
demaskeren , betekenen
rebel , guerrillastrijder
vlamvatten , beginnen
televisiereclame , salespromotion
reiger , reiger
zware metalen , metaal
kredietbrief , papier
aanvaarden , ondernemen
schilmachine , kracht
sluipen , overspringen
canon , verzameling
totaaltheater , kunst
Breslau , moederstad
vlieg , voer
zedenpreek , waarschuwing
bronnenmateriaal , gegevens
puntmutatie , mutatie
speerpuntactie , protestactie
Shona , Bantoe
ossehaas , haas
honorarium , gage
neersmakken , zakken
Nederlandse Antillen , enclave
lanceerinrichting , installatie
Toskisch , Albaans
asfalt , bestrating
droogte , droogte
telefoonboek , gids
tegenbeweging , zin
verzoekplaat , plaatje
bietsuiker , saccharose
belknop , knop
mergpijpje , koekje
zilverling , muntstuk
bijzin , bijzin
appelbrandewijn , brandy
rusten , vertoeven
stortplaats , laagland
spindel , pijler
grootte , toestand
votum , formule
plint , profiel
voorstad , woonerf
gedenken , werken
agnosticus , acoliet
Vaticaan , residentie
arabesk , lijn
ruggengraat , kernpunt
gaspedaal , middel
andreaskruis , figuur
deugdzaamheid , goed
aderlating , operatie
lycheeboom , vrucht
zaak , goed
doorreizen , overspringen
sportterrein , landje
autobom , projectiel
woningmarkt , afzetgebied
schoudervulling , schouderstuk
paus , meesteres
mierenneuker , krentenweger
poppenkraam , poppenhuis
schacht , beginneling
brik , klinker
statenbond , liga
verzuring , pollutie
werktempo , vaart
genezen , beter
wegroepen , roepen
spijker , staaf
langparkeerder , automobilist
risicofactor , kans
aartsdiaken , predikant
verloop , alteratie
doden , rusten
luitenant-generaal , krijgsman
mierenegel , cloacadieren
polyglotte , linguïst
Laplace , wiskundige
Spandau , mitrailleur
optrekken , bouwen
hondstong , kruid
wolvin , wolf
vakbekwaamheid , macht
Oostzee , zee
fruithandel , zaak
niespoeder , poeier
herroepen , intrekken
tussentijdse verkiezing , verkiezing
Delfi , moederstad
vestiaire , kamer
ka , tante
zone , zone
vakbondslid , lid
derivatie , aberratie
akkerbouw , verbouw
grenadier , krijgsman
verdragsorganisatie , groep
met rust laten , laten
figureren , handelen
brillantine , gel
rentabiliteit , winst
spreider , zadeldak
plaatje , habitus
dotteren , verzorgen
geest , ziel
verbazen , voelen
geteisem , gepeupel
grondtal , getal
mergpijp , bot
aanbieden , worden
hemdsslip , textiel
rijkeluiskind , jongeling
acteur , kunstenaar
Rode Zee , zee
glans , eikel
poes , huisdier
lamheid , ongemak
stijldansen , dansen
schoenmaat , verhouding
basispremie , premie
ruit , patroon
contact , grenslinie
beroepskleding , jack
uitkaffering , veroordeling
assisteren , handelen
medium , profeet
terugkaatsen , verspreiden
quotiënt , getal
ziek , volk
wekdienst , vennootschap
klontjessuiker , saccharose
voorbijgaan , voortschrijden
doorstappen , blijven
herkennen , onthouden
identificeren , meedelen
hangmat , bedstede
herbergen , huisvesten
baksteen , materie
ceremonie , happening
voorlaten , laten
ruiken , bezighouden
doodvechten , knokken
Slovaak , Europeaan
mistellen , opsommen
privé-detective , speurder
politieker , meesteres
overlijden , keren
ruimteschip , vervoer
officier , krijgsman
drive-inwoning , huisje
BTW-tarief , prijs
dynamo , aggregaat
overzijde , kantje
wijl , tijd
blusschuim , schuim
guillotineren , onthoofden
klucht , toneelspel
frituur , tent
openluchttheater , theater
stadsrecht , inwilliging
ruit , parallellogram
katoenen stof , textiel
stoffer , gereedschap
klokkentoren , kamer
joekel , hondachtige
Majorca , enclave
protest , verrichting
vrucht , gedierte
condoleren , aantonen
doodrijden , overlijden
velaar , geluid
mandataris , zaakwaarnemer
werkzaamheid , uitwerking
elektronica , wetenschap
reeks , volgorde
metro , ontsnapping
stierenvechter , figuur
opmaken , bereiden
steken , zetten
tegenspreken , contesteren
verfijnen , verfijnen
toepassen , werken
weggooiartikel , handelsartikel
verzoenen , verzoenen
scoren , toepassen
amerikaniseren , veranderen
stop , onderbreking
anesthesist , specialist
kwak , sloep
landgrens , grenslinie
grootpapa , grootvader
ontluchten , afkomen
dwarsdoorsnede , vlak
flauwvallen , neervallen
grasland , grasperk
dieptestructuur , opbouw
prefect , staatsdienaar
schroevendraaier , handgereedschap
opstellen , de kat sturen
stijven , bewerken
component , gedeelte
barkruk , barkruk
Abraham , patriarch
terugzetten , zetten
meinedige , leugenaar
terugweg , route
gloeidraad , ader
toedienen , geven
lotie , reiniging
doorbraak , vondst
kopietje , teken
stoomboot , schip
resultante , toestand
kaassaus , sous bechamel
terreinverkenning , verkenning
primitief , figuur
krijten , bedekken
devotie , vroomheid
sfeer , gedeelte
taiga , gebied
sabeldier , marter
overlevingspensioen , lijfrente
bedreigen , voorkomen
tuinafval , afvalstof
getijdenzone , regio
plant , organisme
reservoir , vat
stijfsel , polysacharide
inhoud , percentage
adviseren , meedelen
cd , geluidsopname
rolmops , haring
recreatiegebied , plaats
schilderen , rapporteren
toeschreeuwen , meedelen
coctailjurk , kledij
onderscheiding , discriminatie
zetel , lidmaatschap
bank , zeebank
bronchiën , gedeelte
stoofpeer , vrucht
reclassering , wegrestaurant
koeltechniek , koeling
eroderen , afpeigeren
Joelfeest , campagne
glijbaan , uitzicht
patrimonie , nalatenschap
serveren , slaan
onderdeur , een half
milieubeweging , sociale beweging
oxyderen , verloederen
gevogelte , vlees
krachtvoeder , voer
lid , element
versplinteren , kapotmaken
verzekeringsstelsel , bestel
patholoog , specialist
maken , leiden
speculaas , koek
ovarium , voortplantingsorgaan
jak , kledingstuk
skigebied , regio
trommelen , slaan
arm , gereedschap
gelukzaligheid , euforie
reliek , ding
jachtschotel , ovenschotel
tentstok , stick
katoenfluweel , textiel
verkenningsvlucht , vlucht
tijdgebrek , imperfectie
bijvoegende wijs , wijs
maansteen , veldspaat
aba , textiel
uitstalkast , bergkast
dropping , aanvoer
pesticide , chemische substantie
draaitoestel , telefoon
garderobejuffrouw , opziener
pakezel , zoogdier
overblijver , leerling
schapenstal , kraal
klonter , kwantiteit
krijgsman , vakman
adjusteren , stellen
zerk , grafteken
opvatten , verzinnen
carte blanche , autoriteit
aanbesteding , verdrag
lucifer , stick
onraad , mogelijkheid
broeder , lid
terra incognita , regio
kruistocht , tocht
curriculum , inlichting
kapstok , meubilair
ploegenklassement , lijst
endoparasiet , gastplant
Nepalees , Azische
blaffer , joekel
afbranden , platbranden
lafheid , angst
donkere materie , stof
ballade , vers
toevloed , drukte
voortrekker , meesteres
allerlei spullen , apparaat
immunofluoresentie , techniek
tjirpen , produceren
verdwijnen , keren
stralen , verplaatsen
onderkaak , kaak
hoepelen , spelen
antisepticum , poetsmiddel
bevestiging , ceremonie
zevenhoek , veelhoek
verzending , vervoer
bosgebied , bioom
onzichtbaarheid , fysische eigenschappen
Durrell , schrijfster
giechelen , lachen
scheepsbeschuit , toast
lijnen , vermageren
keurvorstendom , natie
bespreking , ordonnantie
kloof , ravijn
marlpriem , handgereedschap
doorbladeren , lezen
indigoplant , organisme
dichtgooien , flikkeren
nul , iets
pijp , pijp
medicijnen , artsenijleer
kleuterschool , voorschoolse
Jordaniër , onderdaan
verzorgingsmaatschappij , land
perfectibiliteit , groeicapaciteit
factor , oorzaak
uitgeversfonds , verzameling
voorbeeld , wensdroom
overschrijden , verbreken
verbindingsstuk , installatie
aardolie , spijsvet
scanner , antenne
betrokkenheid , gemoedsbeweging
zweven , verplaatsen
wagenmenner , chauffeur
bal-gehakt , gerecht
slaap , eigenschap
omsmelten , ontdooien
tweejarig , plantenleven
Sarajevo , moederstad
hangmat , gereedschap
Venus , aardse planeet
vrijmaken , ontladen
depreciatie , reprobatie
berggeit , gems
papierwinkel , keet
wandplaat , plaat
inwisselbaarheid , uitwisselbaarheid
ongelijk , fout
nadoen , kopiëren
uitkafferen , slaan
opteren , beschikken
klikken , indrukken
barrièrerif , koraalbank
hartritmestoornis , hartkwaal
slaan , slaan
vereveningsbijdrage , disconto
navolgen , kopiëren
voeding , maat
aderlating , gezondheidszorg
verstrengelen , verstrikken
staanijzer , pantsering
defloreren , copuleren
slurf , element
schietstroom , waterweg
offer , buiten zetten
broodnijd , kinnesinne
pinacotheek , kunstgalerij
landgraaf , graaf
natuurfilosofie , natuurkunde
toeristenbond , vereniging
sterke drank , bouillon
volksfeest , party
hoofdsteun , kussen
Yeshivah , universiteit
dictionaire , dictionaire
huwelijksfeest , party
urineren , afscheiden
rondspoken , verplaatsen
boekverbranding , verbranding
vetkrijtje , gereedschap
weerhaak , punt
inkeer , ongelukkigheid
polstasje , tas
archiefmateriaal , gegevens
naaldkunst , handwerkje
optreden , tonen
ringweg , baan
trio , drietal
oplossen , berekenen
wegstromen , stromen
fundering , stut
ochtendploeg , bemanning
schouderham , schink
